sn,item_id,link,product_name,category,designer,price,old_price,sellable_online,other_colors,short_description,dimension,depth,height,width
122,29931596,https://www.ikea.com/sa/en/p/malm-bed-frame-high-white-s29931596/,MALM,Beds,Eva Lilja Löwenhielm/IKEA of Sweden,495,No old price,TRUE,Yes,"Bed frame, high",140x200 cm,,,156
123,30099293,https://www.ikea.com/sa/en/p/vikare-guard-rail-white-30099293/,VIKARE,Beds,IKEA of Sweden,95,No old price,TRUE,No,Guard rail,NA,,7,
124,30160209,https://www.ikea.com/sa/en/p/luroey-slatted-bed-base-30160209/,LURÖY,Beds,IKEA of Sweden,100,No old price,TRUE,Yes,Slatted bed base,80x200 cm,,4,80
125,30248537,https://www.ikea.com/sa/en/p/sniglar-cot-beech-30248537/,SNIGLAR,Beds,IKEA of Sweden,295,No old price,TRUE,No,Cot,60x120 cm,,80,66
126,30249546,https://www.ikea.com/sa/en/p/hemnes-bed-frame-white-stain-30249546/,HEMNES,Beds,Carina Bengs,695,No old price,TRUE,Yes,Bed frame,90x200 cm,,,104
127,30446373,https://www.ikea.com/sa/en/p/slattum-upholstered-bed-frame-knisa-light-grey-30446373/,SLATTUM,Beds,David Wahl,595,No old price,TRUE,Yes,Upholstered bed frame,140x200 cm,,,144
128,39019701,https://www.ikea.com/sa/en/p/askvoll-bed-frame-white-s39019701/,ASKVOLL,Beds,K Hagberg/M Hagberg/IKEA of Sweden,445,No old price,TRUE,Yes,Bed frame,140x200 cm,,,147
129,39041660,https://www.ikea.com/sa/en/p/sundvik-ext-bed-frame-with-slatted-bed-base-grey-brown-s39041660/,SUNDVIK,Beds,IKEA of Sweden,849,No old price,TRUE,No,Ext bed frame with slatted bed base,80x200 cm,,80,
130,39122072,https://www.ikea.com/sa/en/p/lauvik-divan-bed-hamarvik-firm-firm-dark-beige-s39122072/,LAUVIK,Beds,Synnöve Mork/Ola Wihlborg/IKEA of Sweden,1729,"SR 2,435",TRUE,Yes,Divan bed,140x200 cm,,120,140
131,39180566,https://www.ikea.com/sa/en/p/stuva-foelja-cot-with-drawers-white-s39180566/,STUVA / FÖLJA,Beds,Ebba Strandmark,985,No old price,TRUE,No,Cot with drawers,60x120 cm,,86,66
132,39216754,https://www.ikea.com/sa/en/p/friheten-corner-sofa-bed-with-storage-skiftebo-dark-grey-s39216754/,FRIHETEN,Beds,IKEA of Sweden,1846,"SR 1,995",TRUE,Yes,Corner sofa-bed with storage,NA,151,66,
133,39227837,https://www.ikea.com/sa/en/p/utaker-stackable-bed-with-2-mattresses-pine-moshult-firm-s39227837/,UTÄKER,Beds,IKEA of Sweden/Henrik Preutz,1285,No old price,TRUE,Yes,Stackable bed with 2 mattresses,80x200 cm,,2,83
134,39248608,https://www.ikea.com/sa/en/p/neiden-bed-frame-pine-birch-luroey-s39248608/,NEIDEN,Beds,Jon Karlsson/IKEA of Sweden,399,No old price,TRUE,No,Bed frame,140x200 cm,,,144
135,39253176,https://www.ikea.com/sa/en/p/stuva-fritids-cot-with-drawers-light-blue-s39253176/,STUVA / FRITIDS,Beds,Ebba Strandmark,995,No old price,TRUE,No,Cot with drawers,60x120 cm,,86,66
136,39266008,https://www.ikea.com/sa/en/p/lidhult-2-seat-sofa-bed-grann-bomstad-dark-brown-s39266008/,LIDHULT,Beds,IKEA of Sweden/Henrik Preutz,5553,"SR 6,530",TRUE,No,2-seat sofa-bed,NA,98,102,208
137,39266094,https://www.ikea.com/sa/en/p/lidhult-3-seat-sofa-bed-with-chaise-longue-lejde-grey-black-s39266094/,LIDHULT,Beds,IKEA of Sweden/Henrik Preutz,5840,No old price,TRUE,Yes,3-seat sofa-bed,NA,164,102,298
138,39277196,https://www.ikea.com/sa/en/p/groenlid-2-seat-sofa-bed-section-ljungen-dark-red-s39277196/,GRÖNLID,Beds,IKEA of Sweden/Francis Cayouette/Ehlén Johansson,3145,No old price,TRUE,Yes,2-seat sofa-bed section,NA,98,104,160
139,39277498,https://www.ikea.com/sa/en/p/vallentuna-sofa-bed-module-with-backrests-orrsta-light-grey-s39277498/,VALLENTUNA,Beds,Fredriksson/L Löwenhielm/Hilland,1848,"SR 2,310",TRUE,Yes,Sofa-bed module with backrests,NA,93,84,113
140,39279280,https://www.ikea.com/sa/en/p/fyresdal-day-bed-with-2-mattresses-black-moshult-firm-s39279280/,FYRESDAL,Beds,K Hagberg/M Hagberg/IKEA of Sweden,1139,No old price,TRUE,Yes,Day-bed with 2 mattresses,80x200 cm,,94,88
141,39288128,https://www.ikea.com/sa/en/p/delaktig-bed-frame-headboard-2-side-tables-aluminium-black-s39288128/,DELAKTIG,Beds,IKEA of Sweden/Tom Dixon,2495,No old price,TRUE,No,Bed frame/headboard/2 side tables,160x200 cm,,99,204
142,39292465,https://www.ikea.com/sa/en/p/vimle-3-seat-sofa-bed-with-open-end-tallmyra-black-grey-s39292465/,VIMLE,Beds,Ehlén Johansson/IKEA of Sweden,4120,No old price,TRUE,Yes,3-seat sofa-bed,NA,98,83,246
143,39931609,https://www.ikea.com/sa/en/p/malm-bed-frame-high-w-4-storage-boxes-white-s39931609/,MALM,Beds,Eva Lilja Löwenhielm/IKEA of Sweden,945,No old price,TRUE,Yes,"Bed frame, high, w 4 storage boxes",140x200 cm,59,,156
144,40296599,https://www.ikea.com/sa/en/p/kura-bed-tent-turquoise-40296599/,KURA,Beds,T Christensen/K Legaard,125,No old price,TRUE,No,Bed tent,NA,,68,97
145,40299687,https://www.ikea.com/sa/en/p/burfjord-leg-oak-40299687/,BURFJORD,Beds,Ola Wihlborg,40,SR 50/4 pack,TRUE,No,Leg,10 cm,55,,55
146,40349847,https://www.ikea.com/sa/en/p/nordli-bed-frame-with-storage-white-40349847/,NORDLI,Beds,Ola Wihlborg,1595,No old price,TRUE,Yes,Bed frame with storage,140x200 cm,51,16,140
147,40395245,https://www.ikea.com/sa/en/p/neiden-bed-frame-pine-40395245/,NEIDEN,Beds,Jon Karlsson,99,No old price,TRUE,No,Bed frame,90x200 cm,,,94
148,40411410,https://www.ikea.com/sa/en/p/vitval-desk-top-white-40411410/,VITVAL,Beds,IKEA of Sweden,200,No old price,TRUE,No,Desk top,95x45 cm,45,73,95
149,40433902,https://www.ikea.com/sa/en/p/markerad-day-bed-frame-pine-40433902/,MARKERAD,Beds,Virgil Abloh,480,SR 800,TRUE,No,Day-bed frame,80x200 cm,,20,80
150,44361010,https://www.ikea.com/sa/en/p/bryne-net-white-44361010/,BRYNE,Beds,NA,49,No old price,TRUE,No,Net,NA,,,
151,45932080,https://www.ikea.com/sa/en/p/sultan-supporting-leg-black-45932080/,SULTAN,Beds,IKEA of Sweden,50,No old price,TRUE,No,Supporting leg,NA,,,
152,49046068,https://www.ikea.com/sa/en/p/sundvik-ext-bed-frame-with-slatted-bed-base-white-s49046068/,SUNDVIK,Beds,IKEA of Sweden,849,No old price,TRUE,No,Ext bed frame with slatted bed base,80x200 cm,,80,
153,49253185,https://www.ikea.com/sa/en/p/stuva-fritids-cot-with-drawers-red-s49253185/,STUVA / FRITIDS,Beds,Ebba Strandmark,995,No old price,TRUE,No,Cot with drawers,60x120 cm,,86,66
154,49268653,https://www.ikea.com/sa/en/p/stuva-fritids-loft-bed-combo-w-4-drawers-2-doors-white-light-pink-s49268653/,STUVA / FRITIDS,Beds,IKEA of Sweden/Ebba Strandmark,2025,No old price,TRUE,Yes,Loft bed combo w 4 drawers/2 doors,207x99x182 cm,,182,
155,49277105,https://www.ikea.com/sa/en/p/vallentuna-3-seat-modular-sofa-with-sofa-bed-and-storage-hillared-murum-dark-grey-black-s49277105/,VALLENTUNA,Beds,Fredriksson/L Löwenhielm/Hilland,4488,"SR 5,610",TRUE,Yes,3-seat modular sofa with sofa-bed,NA,,84,266
156,49278341,https://www.ikea.com/sa/en/p/brimnes-bed-frame-w-storage-and-headboard-white-luroey-s49278341/,BRIMNES,Beds,K Hagberg/M Hagberg/IKEA of Sweden,895,SR 925,TRUE,No,Bed frame w storage and headboard,90x200 cm,54,110,96
157,49278591,https://www.ikea.com/sa/en/p/groenlid-corner-sofa-bed-5-seat-with-chaise-longue-ljungen-dark-red-s49278591/,GRÖNLID,Beds,Francis Cayouette/Ehlén Johansson/IKEA of Sweden,7610,No old price,TRUE,Yes,Corner sofa-bed,5-seat,164,104,252
158,49292686,https://www.ikea.com/sa/en/p/vimle-3-seat-sofa-bed-with-chaise-longue-gunnared-medium-grey-s49292686/,VIMLE,Beds,Ehlén Johansson/IKEA of Sweden,4645,No old price,TRUE,Yes,3-seat sofa-bed,NA,98,83,271
159,49303393,https://www.ikea.com/sa/en/p/vimle-cover-for-corner-sofa-bed-4-seat-with-open-end-dalstorp-multicolour-s49303393/,VIMLE,Beds,Ehlén Johansson,1400,No old price,TRUE,Yes,Cover for corner sofa-bed,4-seat,,,
160,49306443,https://www.ikea.com/sa/en/p/nyhamn-3-seat-sofa-bed-with-foam-mattress-skiftebo-yellow-s49306443/,NYHAMN,Beds,IKEA of Sweden/Lisa Hilland,1295,No old price,TRUE,Yes,3-seat sofa-bed,NA,97,90,200
161,50201534,https://www.ikea.com/sa/en/p/gonatt-cot-white-50201534/,GONATT,Beds,J Asshoff/H Brogård,1095,No old price,TRUE,No,Cot,60x120 cm,,103,66
162,50340163,https://www.ikea.com/sa/en/p/nyhamn-foam-mattress-firm-50340163/,NYHAMN,Beds,IKEA of Sweden/Lisa Hilland,450,No old price,TRUE,No,Foam mattress,140x200 cm,,,140
163,50393830,https://www.ikea.com/sa/en/p/kura-bed-tent-with-curtain-brown-50393830/,KURA,Beds,S Edholm/L Ullenius,149,No old price,TRUE,No,Bed tent with curtain,NA,,68,97
164,50456417,https://www.ikea.com/sa/en/p/slaekt-headboard-white-50456417/,SLÄKT,Beds,Ebba Strandmark,75,No old price,FALSE,Yes,Headboard,NA,,40,90
165,50461230,https://www.ikea.com/sa/en/p/smagoera-cot-white-50461230/,SMÄGÖRA,Beds,IKEA of Sweden,595,No old price,TRUE,No,Cot,60x120 cm,,79,66
166,50468953,https://www.ikea.com/sa/en/p/vattviken-armchair-bed-lerhaga-light-grey-50468953/,VATTVIKEN,Beds,NA,995,No old price,TRUE,No,Armchair-bed,NA,83,86,92
167,59099136,https://www.ikea.com/sa/en/p/brimnes-bed-frame-w-storage-and-headboard-white-s59099136/,BRIMNES,Beds,K Hagberg/M Hagberg/IKEA of Sweden,795,No old price,TRUE,Yes,Bed frame w storage and headboard,140x200 cm,,111,146
168,59151271,https://www.ikea.com/sa/en/p/svaerta-loft-bed-frame-with-desk-top-silver-colour-s59151271/,SVÄRTA,Beds,Tord Björklund,1175,"SR 1,250",TRUE,No,Loft bed frame with desk top,90x200 cm,,186,97
169,59167074,https://www.ikea.com/sa/en/p/lauvik-divan-bed-hamarvik-medium-firm-tuddal-dark-beige-s59167074/,LAUVIK,Beds,Synnöve Mork/Ola Wihlborg/IKEA of Sweden,2146,"SR 3,130",TRUE,Yes,Divan bed,140x200 cm,,120,140
170,59248612,https://www.ikea.com/sa/en/p/neiden-bed-frame-pine-birch-luroey-s59248612/,NEIDEN,Beds,Jon Karlsson/IKEA of Sweden,199,No old price,TRUE,No,Bed frame,90x200 cm,,,94
171,59250756,https://www.ikea.com/sa/en/p/lauvik-divan-bed-hamarvik-firm-tuddal-dark-beige-s59250756/,LAUVIK,Beds,Synnöve Mork/Ola Wihlborg/IKEA of Sweden,2902,"SR 4,040",TRUE,Yes,Divan bed,160x200 cm,,120,160
172,59266074,https://www.ikea.com/sa/en/p/lidhult-3-seat-sofa-bed-with-chaise-longue-grann-bomstad-dark-brown-s59266074/,LIDHULT,Beds,IKEA of Sweden/Henrik Preutz,7873,"SR 9,430",TRUE,No,3-seat sofa-bed,NA,164,102,298
173,59277652,https://www.ikea.com/sa/en/p/vallentuna-2-seat-modular-sofa-with-sofa-bed-and-storage-hillared-light-blue-s59277652/,VALLENTUNA,Beds,IKEA of Sweden/Fredriksson/L Löwenhielm/Hilland,2932,"SR 3,665",TRUE,Yes,2-seat modular sofa with sofa-bed,NA,113,84,186
174,59297481,https://www.ikea.com/sa/en/p/flottebo-sofa-bed-vissle-dark-grey-s59297481/,FLOTTEBO,Beds,C Halskov/H Dalsgaard,1596,"SR 1,995",TRUE,Yes,Sofa-bed,90 cm,90,79,200
175,59302915,https://www.ikea.com/sa/en/p/platsa-bed-frame-with-4-doors-6-drawers-white-fonnes-ridabu-s59302915/,PLATSA,Beds,IKEA of Sweden,2905,"SR 3,265",TRUE,No,Bed frame with 4 doors+6 drawers,140x200x223 cm,40,43,141
176,60102067,https://www.ikea.com/sa/en/p/lycksele-havet-mattress-60102067/,LYCKSELE HÄVET,Beds,IKEA of Sweden,795,No old price,TRUE,No,Mattress,140x188 cm,,,
177,60116960,https://www.ikea.com/sa/en/p/lycksele-storage-box-2-seat-sofa-bed-black-60116960/,LYCKSELE,Beds,IKEA of Sweden,100,No old price,TRUE,No,Storage box 2-seat sofa-bed,NA,55,21,92
178,60299691,https://www.ikea.com/sa/en/p/brynilen-leg-oak-60299691/,BRYNILEN,Beds,Ola Wihlborg,30,SR 50/4 pack,TRUE,No,Leg,10 cm,,,
179,60372276,https://www.ikea.com/sa/en/p/hemnes-day-bed-frame-with-3-drawers-grey-60372276/,HEMNES,Beds,Carina Bengs,1495,No old price,TRUE,No,Day-bed frame with 3 drawers,80x200 cm,70,18,89
180,60429471,https://www.ikea.com/sa/en/p/delaktig-fitting-for-headboard-60429471/,DELAKTIG,Beds,Tom Dixon,200,No old price,TRUE,No,Fitting for headboard,NA,,,
181,60431563,https://www.ikea.com/sa/en/p/friheten-3-seat-sofa-bed-skiftebo-blue-60431563/,FRIHETEN,Beds,IKEA of Sweden,1845,No old price,TRUE,Yes,3-seat sofa-bed,NA,105,83,225
182,60433901,https://www.ikea.com/sa/en/p/markerad-cover-for-day-bed-beige-60433901/,MARKERAD,Beds,Virgil Abloh,267,SR 445,TRUE,No,Cover for day-bed,80x200 cm,,,80
183,69057522,https://www.ikea.com/sa/en/p/tyssedal-bed-frame-white-s69057522/,TYSSEDAL,Beds,IKEA of Sweden/Ebba Strandmark,1395,No old price,TRUE,Yes,Bed frame,140x200 cm,,,147
184,69185435,https://www.ikea.com/sa/en/p/kritter-bed-frame-with-slatted-bed-base-white-s69185435/,KRITTER,Beds,IKEA of Sweden/Anna Efverlund,360,No old price,TRUE,No,Bed frame with slatted bed base,70x160 cm,,,75
185,69241097,https://www.ikea.com/sa/en/p/songesand-bed-frame-with-2-storage-boxes-brown-s69241097/,SONGESAND,Beds,IKEA of Sweden,570,No old price,TRUE,Yes,Bed frame with 2 storage boxes,140x200 cm,64,14,153
186,69277307,https://www.ikea.com/sa/en/p/leirvik-bed-frame-white-loenset-s69277307/,LEIRVIK,Beds,IKEA of Sweden/Carina Bengs,1195,No old price,TRUE,Yes,Bed frame,180x200 cm,,,188
187,69278415,https://www.ikea.com/sa/en/p/groenlid-3-seat-sofa-bed-ljungen-light-green-s69278415/,GRÖNLID,Beds,Francis Cayouette/Ehlén Johansson/IKEA of Sweden,4390,No old price,TRUE,Yes,3-seat sofa-bed,NA,98,104,267
188,69287537,https://www.ikea.com/sa/en/p/delaktig-bed-frame-with-headboard-aluminium-black-s69287537/,DELAKTIG,Beds,IKEA of Sweden/Tom Dixon,2095,No old price,TRUE,No,Bed frame with headboard,160x200 cm,,99,164
189,69292275,https://www.ikea.com/sa/en/p/vimle-3-seat-sofa-bed-gunnared-beige-s69292275/,VIMLE,Beds,Ehlén Johansson/IKEA of Sweden,4265,No old price,TRUE,Yes,3-seat sofa-bed,NA,98,83,261
190,69297471,https://www.ikea.com/sa/en/p/flottebo-sofa-bed-vissle-purple-s69297471/,FLOTTEBO,Beds,C Halskov/H Dalsgaard,1996,"SR 2,495",TRUE,Yes,Sofa-bed,120 cm,120,79,200
191,69302566,https://www.ikea.com/sa/en/p/vitval-loft-bed-frame-with-desk-top-white-light-grey-s69302566/,VITVAL,Beds,IKEA of Sweden,1195,No old price,TRUE,No,Loft bed frame with desk top,90x200 cm,,195,135
192,69304829,https://www.ikea.com/sa/en/p/markerad-day-bed-s69304829/,MARKERAD,Beds,IKEA of Sweden/Virgil Abloh,1092,"SR 1,590",TRUE,No,Day-bed,80x200 cm,,,80
193,69323757,https://www.ikea.com/sa/en/p/minnen-ext-bed-frame-with-slatted-bed-base-turquoise-s69323757/,MINNEN,Beds,IKEA of Sweden/Tina Christensen,395,No old price,TRUE,No,Ext bed frame with slatted bed base,80x200 cm,,,85
194,69326609,https://www.ikea.com/sa/en/p/slaekt-ext-bed-frame-with-slatted-bed-base-white-birch-s69326609/,SLÄKT,Beds,IKEA of Sweden/Ebba Strandmark,540,No old price,FALSE,No,Ext bed frame with slatted bed base,80x200 cm,,,91
195,69912770,https://www.ikea.com/sa/en/p/trysil-bed-frame-white-light-grey-s69912770/,TRYSIL,Beds,K Hagberg/M Hagberg/IKEA of Sweden,525,No old price,TRUE,Yes,Bed frame,160x200 cm,,,165
196,70248564,https://www.ikea.com/sa/en/p/sundvik-cot-grey-brown-70248564/,SUNDVIK,Beds,IKEA of Sweden,695,No old price,TRUE,No,Cot,60x120 cm,,85,67
197,70284203,https://www.ikea.com/sa/en/p/askeby-two-seat-sofa-bed-black-70284203/,ASKEBY,Beds,NA,995,No old price,TRUE,No,Two-seat sofa-bed,NA,72,72,149
198,70299695,https://www.ikea.com/sa/en/p/bjorli-leg-stainless-steel-70299695/,BJORLI,Beds,Ola Wihlborg,40,SR 50/4 pack,TRUE,Yes,Leg,10 cm,,,
199,70305700,https://www.ikea.com/sa/en/p/busunge-extendable-bed-white-70305700/,BUSUNGE,Beds,Carl Öjerstam,795,No old price,TRUE,No,Extendable bed,80x200 cm,,,90
200,70340567,https://www.ikea.com/sa/en/p/graelviken-3-seat-sofa-bed-grey-70340567/,GRÄLVIKEN,Beds,IKEA of Sweden,1995,No old price,TRUE,No,3-seat sofa-bed,NA,86,74,225
201,70362427,https://www.ikea.com/sa/en/p/solgul-cradle-with-foam-mattress-white-70362427/,SOLGUL,Beds,IKEA of Sweden,395,No old price,TRUE,No,Cradle with foam mattress,66x84 cm,,53,66
202,70395239,https://www.ikea.com/sa/en/p/neiden-bed-frame-pine-70395239/,NEIDEN,Beds,Jon Karlsson,199,No old price,TRUE,No,Bed frame,140x200 cm,,,144
203,70426537,https://www.ikea.com/sa/en/p/delaktig-headboard-rattan-70426537/,DELAKTIG,Beds,Tom Dixon,595,No old price,TRUE,No,Headboard,160 cm,,70,150
204,79012991,https://www.ikea.com/sa/en/p/malm-bed-frame-high-w-2-storage-boxes-white-s79012991/,MALM,Beds,Eva Lilja Löwenhielm,670,No old price,TRUE,Yes,"Bed frame, high, w 2 storage boxes",90x200 cm,59,15,105
205,79129986,https://www.ikea.com/sa/en/p/gjoera-bed-frame-birch-leirsund-s79129986/,GJÖRA,Beds,Monika Mulder/IKEA of Sweden,1640,No old price,TRUE,Yes,Bed frame,140x200 cm,,,154
206,79150746,https://www.ikea.com/sa/en/p/holmsund-corner-sofa-bed-nordvalla-medium-grey-s79150746/,HOLMSUND,Beds,K Hagberg/M Hagberg/IKEA of Sweden,2995,No old price,TRUE,Yes,Corner sofa-bed,NA,151,96,230
207,79186774,https://www.ikea.com/sa/en/p/kongsfjord-divan-bed-hyllestad-medium-firm-tustna-dark-grey-s79186774/,KONGSFJORD,Beds,Synnöve Mork/Ola Wihlborg/IKEA of Sweden,8356,"SR 8,540",TRUE,Yes,Divan bed,180x200 cm,,135,180
208,79217902,https://www.ikea.com/sa/en/p/sandbacken-corner-sofa-bed-lofallet-beige-s79217902/,SANDBACKEN,Beds,David Wahl/Lisa Hilland/IKEA of Sweden,1841,"SR 1,950",TRUE,Yes,Corner sofa-bed,NA,,69,212
209,79227755,https://www.ikea.com/sa/en/p/slaekt-bed-frame-with-slatted-bed-base-white-s79227755/,SLÄKT,Beds,IKEA of Sweden/Ebba Strandmark,375,No old price,TRUE,No,Bed frame with slatted bed base,90x200 cm,,,96
210,79247598,https://www.ikea.com/sa/en/p/bjoerksnaes-bed-frame-birch-leirsund-s79247598/,BJÖRKSNÄS,Beds,K Hagberg/M Hagberg/IKEA of Sweden,2040,No old price,TRUE,Yes,Bed frame,140x200 cm,,42,160
211,79253259,https://www.ikea.com/sa/en/p/stuva-fritids-loft-bed-combo-w-3-drawers-2-doors-white-white-s79253259/,STUVA / FRITIDS,Beds,IKEA of Sweden/Ebba Strandmark,1990,No old price,TRUE,Yes,Loft bed combo w 3 drawers/2 doors,207x99x182 cm,,182,
212,79267280,https://www.ikea.com/sa/en/p/stuva-fritids-cot-with-drawers-light-pink-s79267280/,STUVA / FRITIDS,Beds,Ebba Strandmark,995,No old price,TRUE,No,Cot with drawers,60x120 cm,,86,66
213,79288188,https://www.ikea.com/sa/en/p/delaktig-bed-frame-headboard-2-side-tables-aluminium-rattan-s79288188/,DELAKTIG,Beds,IKEA of Sweden/Tom Dixon,2595,No old price,TRUE,No,Bed frame/headboard/2 side tables,160x200 cm,,99,204
214,79902935,https://www.ikea.com/sa/en/p/brimnes-bed-frame-with-storage-white-s79902935/,BRIMNES,Beds,K Hagberg/M Hagberg/IKEA of Sweden,575,No old price,TRUE,Yes,Bed frame with storage,140x200 cm,54,20,146
215,80017389,https://www.ikea.com/sa/en/p/sandvika-guest-bed-80017389/,SANDVIKA,Beds,IKEA of Sweden,295,No old price,TRUE,No,Guest bed,80x190 cm,,34,80
216,80102066,https://www.ikea.com/sa/en/p/lycksele-murbo-mattress-80102066/,LYCKSELE MURBO,Beds,IKEA of Sweden,695,No old price,TRUE,No,Mattress,140x188 cm,,,
217,80253809,https://www.ikea.com/sa/en/p/kura-reversible-bed-white-pine-80253809/,KURA,Beds,T Christensen/K Legaard,745,No old price,TRUE,No,Reversible bed,90x200 cm,,116,99
218,80309613,https://www.ikea.com/sa/en/p/brattvag-leg-black-80309613/,BRATTVÄG,Beds,Ola Wihlborg,50,No old price,TRUE,No,Leg,10 cm,,,
219,80332468,https://www.ikea.com/sa/en/p/sufflett-bed-tent-pink-80332468/,SUFFLETT,Beds,IKEA of Sweden,85,No old price,TRUE,No,Bed tent,70/80/90,,80,
220,80332473,https://www.ikea.com/sa/en/p/sufflett-bed-tent-green-80332473/,SUFFLETT,Beds,IKEA of Sweden,85,No old price,TRUE,No,Bed tent,70/80/90,,80,
221,80341496,https://www.ikea.com/sa/en/p/nyhamn-pocket-sprung-mattress-firm-80341496/,NYHAMN,Beds,IKEA of Sweden/Lisa Hilland,600,No old price,TRUE,No,Pocket sprung mattress,140x200 cm,,,140
222,80362974,https://www.ikea.com/sa/en/p/slaekt-storage-box-with-castors-80362974/,SLÄKT,Beds,Ebba Strandmark,295,No old price,TRUE,No,Storage box with castors,62x62x35 cm,53,35,62
223,80411272,https://www.ikea.com/sa/en/p/vitval-bunk-bed-frame-white-light-grey-80411272/,VITVAL,Beds,IKEA of Sweden,1295,No old price,TRUE,No,Bunk bed frame,90x200 cm,,162,97
224,89019572,https://www.ikea.com/sa/en/p/hemnes-bed-frame-white-stain-loenset-s89019572/,HEMNES,Beds,Carina Bengs,995,No old price,TRUE,Yes,Bed frame,90x200 cm,,,104
225,89019992,https://www.ikea.com/sa/en/p/tarva-bed-frame-pine-leirsund-s89019992/,TARVA,Beds,K Hagberg/M Hagberg/IKEA of Sweden,871,SR 940,TRUE,Yes,Bed frame,140x200 cm,,,148
226,89149936,https://www.ikea.com/sa/en/p/lycksele-havet-two-seat-sofa-bed-vallarum-grey-s89149936/,LYCKSELE HÄVET,Beds,IKEA of Sweden,1645,No old price,TRUE,Yes,Two-seat sofa-bed,NA,100,87,142
227,89186778,https://www.ikea.com/sa/en/p/kongsfjord-divan-bed-hyllestad-firm-tustna-dark-grey-s89186778/,KONGSFJORD,Beds,Synnöve Mork/Ola Wihlborg/IKEA of Sweden,8551,"SR 8,735",TRUE,Yes,Divan bed,180x200 cm,,135,180
228,89227731,https://www.ikea.com/sa/en/p/slaekt-bed-frame-with-underbed-and-storage-white-s89227731/,SLÄKT,Beds,IKEA of Sweden/Ebba Strandmark,995,No old price,TRUE,No,Bed frame with underbed and storage,90x200 cm,57,,96
229,89240761,https://www.ikea.com/sa/en/p/holmsund-three-seat-sofa-bed-orrsta-light-white-grey-s89240761/,HOLMSUND,Beds,K Hagberg/M Hagberg,2295,No old price,TRUE,Yes,Three-seat sofa-bed,NA,99,96,230
230,89253169,https://www.ikea.com/sa/en/p/stuva-fritids-cot-with-drawers-white-s89253169/,STUVA / FRITIDS,Beds,Ebba Strandmark,995,No old price,TRUE,No,Cot with drawers,60x120 cm,,86,66
231,89275265,https://www.ikea.com/sa/en/p/stuva-foelja-loft-bed-combo-w-2-drawer-2-doors-white-s89275265/,STUVA / FÖLJA,Beds,IKEA of Sweden/Ebba Strandmark,1915,No old price,TRUE,No,Loft bed combo w 2 drawer/2 doors,207x99x182 cm,,182,
